date,temple,footfall
2025-05-24,Pavagadh,2396
2025-05-25,Somnath,6080
2025-05-25,Dwarka,3947
2025-05-25,Ambaji,3007
2025-05-25,Pavagadh,2366
2025-05-26,Somnath,4893
2025-05-26,Dwarka,3575
2025-05-26,Ambaji,2957
2025-05-26,Pavagadh,1971
2025-05-27,Somnath,4609
2025-05-27,Dwarka,2423
2025-05-27,Ambaji,2155
2025-05-27,Pavagadh,1574
2025-05-28,Somnath,4688
2025-05-28,Dwarka,2553
2025-05-28,Ambaji,2380
2025-05-28,Pavagadh,1702
2025-05-29,Somnath,4845
2025-05-29,Dwarka,3302
2025-05-29,Ambaji,2250
2025-05-29,Pavagadh,2076
2025-05-30,Somnath,4544
2025-05-30,Dwarka,3212
2025-05-30,Ambaji,2363
2025-05-30,Pavagadh,1753
2025-05-31,Somnath,6756
2025-05-31,Dwarka,4384
2025-05-31,Ambaji,3262
2025-05-31,Pavagadh,2782
2025-06-01,Somnath,5040
2025-06-01,Dwarka,3207
2025-06-01,Ambaji,2884
2025-06-01,Pavagadh,2185
2025-06-02,Somnath,4794
2025-06-02,Dwarka,2558
2025-06-02,Ambaji,2146
2025-06-02,Pavagadh,1819
2025-06-03,Somnath,5117
2025-06-03,Dwarka,3391
2025-06-03,Ambaji,2364
2025-06-03,Pavagadh,2024
2025-06-04,Somnath,4269
2025-06-04,Dwarka,2820
2025-06-04,Ambaji,2111
2025-06-04,Pavagadh,1432
2025-06-05,Somnath,5270
2025-06-05,Dwarka,3245
2025-06-05,Ambaji,2593
2025-06-05,Pavagadh,1872
2025-06-06,Somnath,4429
2025-06-06,Dwarka,2722
2025-06-06,Ambaji,2184
2025-06-06,Pavagadh,1484
2025-06-07,Somnath,5984
2025-06-07,Dwarka,3487
2025-06-07,Ambaji,2831
2025-06-07,Pavagadh,2257
2025-06-08,Somnath,6864
2025-06-08,Dwarka,4496
2025-06-08,Ambaji,3623
2025-06-08,Pavagadh,2363
2025-06-09,Somnath,5084
2025-06-09,Dwarka,2687
2025-06-09,Ambaji,2494
2025-06-09,Pavagadh,1789
2025-06-10,Somnath,4562
2025-06-10,Dwarka,2673
2025-06-10,Ambaji,2402
2025-06-10,Pavagadh,1684
2025-06-11,Somnath,4074
2025-06-11,Dwarka,2395
2025-06-11,Ambaji,2122
2025-06-11,Pavagadh,1820
2025-06-12,Somnath,4322
2025-06-12,Dwarka,2997
2025-06-12,Ambaji,2035
2025-06-12,Pavagadh,1696
2025-06-13,Somnath,4753
2025-06-13,Dwarka,3450
2025-06-13,Ambaji,2279
2025-06-13,Pavagadh,1883
2025-06-14,Somnath,6209
2025-06-14,Dwarka,3810
2025-06-14,Ambaji,3161
2025-06-14,Pavagadh,2481
2025-06-15,Somnath,6192
2025-06-15,Dwarka,4028
2025-06-15,Ambaji,3262
2025-06-15,Pavagadh,2635
2025-06-16,Somnath,4326
2025-06-16,Dwarka,2695
2025-06-16,Ambaji,2059
2025-06-16,Pavagadh,1781
2025-06-17,Somnath,4421
2025-06-17,Dwarka,2764
2025-06-17,Ambaji,2606
2025-06-17,Pavagadh,2122
2025-06-18,Somnath,4915
2025-06-18,Dwarka,3175
2025-06-18,Ambaji,2792
2025-06-18,Pavagadh,1856
2025-06-19,Somnath,5469
2025-06-19,Dwarka,3206
2025-06-19,Ambaji,3301
2025-06-19,Pavagadh,1968
2025-06-20,Somnath,5758
2025-06-20,Dwarka,3665
2025-06-20,Ambaji,3125
2025-06-20,Pavagadh,2549
2025-06-21,Somnath,6800
2025-06-21,Dwarka,4379
2025-06-21,Ambaji,2823
2025-06-21,Pavagadh,2689
2025-06-22,Somnath,7264
2025-06-22,Dwarka,4563
2025-06-22,Ambaji,3606
2025-06-22,Pavagadh,2959
2025-06-23,Somnath,4434
2025-06-23,Dwarka,2873
2025-06-23,Ambaji,1887
2025-06-23,Pavagadh,1589
2025-06-24,Somnath,4006
2025-06-24,Dwarka,2254
2025-06-24,Ambaji,2220
2025-06-24,Pavagadh,1562
2025-06-25,Somnath,4186
2025-06-25,Dwarka,2466
2025-06-25,Ambaji,1974
2025-06-25,Pavagadh,1563
2025-06-26,Somnath,5006
2025-06-26,Dwarka,3327
2025-06-26,Ambaji,2662
2025-06-26,Pavagadh,2134
2025-06-27,Somnath,4941
2025-06-27,Dwarka,3239
2025-06-27,Ambaji,2603
2025-06-27,Pavagadh,1707
2025-06-28,Somnath,6574
2025-06-28,Dwarka,3782
2025-06-28,Ambaji,3396
2025-06-28,Pavagadh,2621
2025-06-29,Somnath,6192
2025-06-29,Dwarka,4011
2025-06-29,Ambaji,2987
2025-06-29,Pavagadh,2731
2025-06-30,Somnath,4867
2025-06-30,Dwarka,2678
2025-06-30,Ambaji,2013
2025-06-30,Pavagadh,1438
2025-07-01,Somnath,3077
2025-07-01,Dwarka,1541
2025-07-01,Ambaji,1632
2025-07-01,Pavagadh,1174
2025-07-02,Somnath,3511
2025-07-02,Dwarka,1978
2025-07-02,Ambaji,1390
2025-07-02,Pavagadh,1144
2025-07-03,Somnath,2785
2025-07-03,Dwarka,1538
2025-07-03,Ambaji,1226
2025-07-03,Pavagadh,985
2025-07-04,Somnath,3052
2025-07-04,Dwarka,1749
2025-07-04,Ambaji,1406
2025-07-04,Pavagadh,1107
2025-07-05,Somnath,4063
2025-07-05,Dwarka,2735
2025-07-05,Ambaji,2181
2025-07-05,Pavagadh,1298
2025-07-06,Somnath,4313
2025-07-06,Dwarka,2118
2025-07-06,Ambaji,1957
2025-07-06,Pavagadh,1250
2025-07-07,Somnath,2335
2025-07-07,Dwarka,1648
2025-07-07,Ambaji,1593
2025-07-07,Pavagadh,1105
2025-07-08,Somnath,2793
2025-07-08,Dwarka,1367
2025-07-08,Ambaji,1028
2025-07-08,Pavagadh,891
2025-07-09,Somnath,2793
2025-07-09,Dwarka,1597
2025-07-09,Ambaji,1688
2025-07-09,Pavagadh,661
2025-07-10,Somnath,2692
2025-07-10,Dwarka,1857
2025-07-10,Ambaji,1383
2025-07-10,Pavagadh,1064
2025-07-11,Somnath,3083
2025-07-11,Dwarka,1861
2025-07-11,Ambaji,1496
2025-07-11,Pavagadh,1174
2025-07-12,Somnath,4188
2025-07-12,Dwarka,2616
2025-07-12,Ambaji,2514
2025-07-12,Pavagadh,1765
2025-07-13,Somnath,4227
2025-07-13,Dwarka,2768
2025-07-13,Ambaji,1977
2025-07-13,Pavagadh,1507
2025-07-14,Somnath,2655
2025-07-14,Dwarka,1862
2025-07-14,Ambaji,1096
2025-07-14,Pavagadh,1265
2025-07-15,Somnath,3144
2025-07-15,Dwarka,2125
2025-07-15,Ambaji,1161
2025-07-15,Pavagadh,1019
2025-07-16,Somnath,2223
2025-07-16,Dwarka,1523
2025-07-16,Ambaji,1368
2025-07-16,Pavagadh,1188
2025-07-17,Somnath,3038
2025-07-17,Dwarka,2137
2025-07-17,Ambaji,1512
2025-07-17,Pavagadh,1154
2025-07-18,Somnath,3086
2025-07-18,Dwarka,1737
2025-07-18,Ambaji,1634
2025-07-18,Pavagadh,791
2025-07-19,Somnath,3498
2025-07-19,Dwarka,2170
2025-07-19,Ambaji,1677
2025-07-19,Pavagadh,1440
2025-07-20,Somnath,3603
2025-07-20,Dwarka,2224
2025-07-20,Ambaji,2129
2025-07-20,Pavagadh,1447
2025-07-21,Somnath,2695
2025-07-21,Dwarka,1607
2025-07-21,Ambaji,1191
2025-07-21,Pavagadh,963
2025-07-22,Somnath,2494
2025-07-22,Dwarka,1943
2025-07-22,Ambaji,1251
2025-07-22,Pavagadh,705
2025-07-23,Somnath,2588
2025-07-23,Dwarka,1506
2025-07-23,Ambaji,960
2025-07-23,Pavagadh,1082
2025-07-24,Somnath,2695
2025-07-24,Dwarka,1568
2025-07-24,Ambaji,994
2025-07-24,Pavagadh,1100
2025-07-25,Somnath,2976
2025-07-25,Dwarka,1753
2025-07-25,Ambaji,1555
2025-07-25,Pavagadh,905
2025-07-26,Somnath,3956
2025-07-26,Dwarka,2513
2025-07-26,Ambaji,1855
2025-07-26,Pavagadh,1487
2025-07-27,Somnath,3542
2025-07-27,Dwarka,2773
2025-07-27,Ambaji,1454
2025-07-27,Pavagadh,1303
2025-07-28,Somnath,2825
2025-07-28,Dwarka,2032
2025-07-28,Ambaji,1203
2025-07-28,Pavagadh,1501
2025-07-29,Somnath,2802
2025-07-29,Dwarka,1687
2025-07-29,Ambaji,1107
2025-07-29,Pavagadh,1051
2025-07-30,Somnath,2989
2025-07-30,Dwarka,1561
2025-07-30,Ambaji,1300
2025-07-30,Pavagadh,915
2025-07-31,Somnath,3358
2025-07-31,Dwarka,2067
2025-07-31,Ambaji,1722
2025-07-31,Pavagadh,1533
2025-08-01,Somnath,2832
2025-08-01,Dwarka,1695
2025-08-01,Ambaji,1435
2025-08-01,Pavagadh,1301
2025-08-02,Somnath,4456
2025-08-02,Dwarka,2870
2025-08-02,Ambaji,2165
2025-08-02,Pavagadh,1938
2025-08-03,Somnath,3484
2025-08-03,Dwarka,1976
2025-08-03,Ambaji,1664
2025-08-03,Pavagadh,1540
2025-08-04,Somnath,2773
2025-08-04,Dwarka,1570
2025-08-04,Ambaji,1198
2025-08-04,Pavagadh,826
2025-08-05,Somnath,3225
2025-08-05,Dwarka,1793
2025-08-05,Ambaji,1636
2025-08-05,Pavagadh,1155
2025-08-06,Somnath,2497
2025-08-06,Dwarka,1275
2025-08-06,Ambaji,1279
2025-08-06,Pavagadh,998
2025-08-07,Somnath,2945
2025-08-07,Dwarka,1615
2025-08-07,Ambaji,1493
2025-08-07,Pavagadh,971
2025-08-08,Somnath,2784
2025-08-08,Dwarka,1605
2025-08-08,Ambaji,1310
2025-08-08,Pavagadh,1153
2025-08-09,Somnath,4747
2025-08-09,Dwarka,2833
2025-08-09,Ambaji,2364
2025-08-09,Pavagadh,1747
2025-08-10,Somnath,10082
2025-08-10,Dwarka,6363
2025-08-10,Ambaji,5237
2025-08-10,Pavagadh,3981
2025-08-11,Somnath,7319
2025-08-11,Dwarka,4749
2025-08-11,Ambaji,3831
2025-08-11,Pavagadh,2862
2025-08-12,Somnath,7221
2025-08-12,Dwarka,4466
2025-08-12,Ambaji,3555
2025-08-12,Pavagadh,2783
2025-08-13,Somnath,6442
2025-08-13,Dwarka,4180
2025-08-13,Ambaji,3371
2025-08-13,Pavagadh,2549
2025-08-14,Somnath,6503
2025-08-14,Dwarka,4170
2025-08-14,Ambaji,3053
2025-08-14,Pavagadh,2449
2025-08-15,Somnath,7060
2025-08-15,Dwarka,4047
2025-08-15,Ambaji,3637
2025-08-15,Pavagadh,2762
2025-08-16,Somnath,9667
2025-08-16,Dwarka,6240
2025-08-16,Ambaji,5246
2025-08-16,Pavagadh,3565
2025-08-17,Somnath,10150
2025-08-17,Dwarka,6182
2025-08-17,Ambaji,4984
2025-08-17,Pavagadh,3889
2025-08-18,Somnath,7565
2025-08-18,Dwarka,4663
2025-08-18,Ambaji,3729
2025-08-18,Pavagadh,3131
2025-08-19,Somnath,7536
2025-08-19,Dwarka,4904
2025-08-19,Ambaji,3672
2025-08-19,Pavagadh,2648
2025-08-20,Somnath,6701
2025-08-20,Dwarka,4546
2025-08-20,Ambaji,3453
2025-08-20,Pavagadh,2565
2025-08-21,Somnath,2742
2025-08-21,Dwarka,1721
2025-08-21,Ambaji,1470
2025-08-21,Pavagadh,1142
2025-08-22,Somnath,2768
2025-08-22,Dwarka,1672
2025-08-22,Ambaji,1087
2025-08-22,Pavagadh,794
2025-08-23,Somnath,3637
2025-08-23,Dwarka,2450
2025-08-23,Ambaji,1783
2025-08-23,Pavagadh,1223
2025-08-24,Somnath,4495
2025-08-24,Dwarka,2804
2025-08-24,Ambaji,2223
2025-08-24,Pavagadh,1784
2025-08-25,Somnath,3172
2025-08-25,Dwarka,1873
2025-08-25,Ambaji,1332
2025-08-25,Pavagadh,1228
2025-08-26,Somnath,3360
2025-08-26,Dwarka,1718
2025-08-26,Ambaji,1619
2025-08-26,Pavagadh,1175
2025-08-27,Somnath,2763
2025-08-27,Dwarka,2242
2025-08-27,Ambaji,1378
2025-08-27,Pavagadh,943
2025-08-28,Somnath,3083
2025-08-28,Dwarka,1878
2025-08-28,Ambaji,1387
2025-08-28,Pavagadh,1113
2025-08-29,Somnath,2296
2025-08-29,Dwarka,1574
2025-08-29,Ambaji,1150
2025-08-29,Pavagadh,1178
2025-08-30,Somnath,3815
2025-08-30,Dwarka,2551
2025-08-30,Ambaji,2219
2025-08-30,Pavagadh,1567
2025-08-31,Somnath,4245
2025-08-31,Dwarka,2861
2025-08-31,Ambaji,2202
2025-08-31,Pavagadh,1551
2025-09-01,Somnath,2405
2025-09-01,Dwarka,1562
2025-09-01,Ambaji,1505
2025-09-01,Pavagadh,742
2025-09-02,Somnath,2752
2025-09-02,Dwarka,1751
2025-09-02,Ambaji,1108
2025-09-02,Pavagadh,706
2025-09-03,Somnath,2806
2025-09-03,Dwarka,2241
2025-09-03,Ambaji,1479
2025-09-03,Pavagadh,1111
2025-09-04,Somnath,3129
2025-09-04,Dwarka,1928
2025-09-04,Ambaji,1601
2025-09-04,Pavagadh,1274
2025-09-05,Somnath,2992
2025-09-05,Dwarka,1346
2025-09-05,Ambaji,1505
2025-09-05,Pavagadh,1030
2025-09-06,Somnath,3628
2025-09-06,Dwarka,2341
2025-09-06,Ambaji,1839
2025-09-06,Pavagadh,1860
2025-09-07,Somnath,4987
2025-09-07,Dwarka,2858
2025-09-07,Ambaji,2468
2025-09-07,Pavagadh,1553
2025-09-08,Somnath,2783
2025-09-08,Dwarka,2226
2025-09-08,Ambaji,1525
2025-09-08,Pavagadh,931
2025-09-09,Somnath,2941
2025-09-09,Dwarka,1799
2025-09-09,Ambaji,1244
2025-09-09,Pavagadh,1106
2025-09-10,Somnath,3329
2025-09-10,Dwarka,2276
2025-09-10,Ambaji,2004
2025-09-10,Pavagadh,1400
2025-09-11,Somnath,3133
2025-09-11,Dwarka,1776
2025-09-11,Ambaji,1465
2025-09-11,Pavagadh,1033
2025-09-12,Somnath,3829
2025-09-12,Dwarka,2121
2025-09-12,Ambaji,1970
2025-09-12,Pavagadh,1256
2025-09-13,Somnath,3382
2025-09-13,Dwarka,2649
2025-09-13,Ambaji,1692
2025-09-13,Pavagadh,1731
2025-09-14,Somnath,4746
2025-09-14,Dwarka,2608
2025-09-14,Ambaji,1763
2025-09-14,Pavagadh,1467
2025-09-15,Somnath,2523
2025-09-15,Dwarka,1830
2025-09-15,Ambaji,1488
2025-09-15,Pavagadh,990
2025-09-16,Somnath,2490
2025-09-16,Dwarka,1521
2025-09-16,Ambaji,1263
2025-09-16,Pavagadh,973
2025-09-17,Somnath,2314
2025-09-17,Dwarka,1152
2025-09-17,Ambaji,1538
2025-09-17,Pavagadh,1325
2025-09-18,Somnath,2835
2025-09-18,Dwarka,1590
2025-09-18,Ambaji,1356
2025-09-18,Pavagadh,825
2025-09-19,Somnath,2794
2025-09-19,Dwarka,1526
2025-09-19,Ambaji,1535
2025-09-19,Pavagadh,1348
2025-09-20,Somnath,3878
2025-09-20,Dwarka,2527
2025-09-20,Ambaji,1944
2025-09-20,Pavagadh,1322
2025-09-21,Somnath,3953
2025-09-21,Dwarka,2710
2025-09-21,Ambaji,2400
2025-09-21,Pavagadh,1443
2025-09-22,Somnath,2268
2025-09-22,Dwarka,1681
2025-09-22,Ambaji,1613
2025-09-22,Pavagadh,565
2025-09-23,Somnath,3287
2025-09-23,Dwarka,1799
2025-09-23,Ambaji,1762
2025-09-23,Pavagadh,1357
2025-09-24,Somnath,3340
2025-09-24,Dwarka,1736
2025-09-24,Ambaji,1526
2025-09-24,Pavagadh,1213
2025-09-25,Somnath,3231
2025-09-25,Dwarka,2008
2025-09-25,Ambaji,1026
2025-09-25,Pavagadh,1218
2025-09-26,Somnath,2964
2025-09-26,Dwarka,2079
2025-09-26,Ambaji,1850
2025-09-26,Pavagadh,1433
2025-09-27,Somnath,3965
2025-09-27,Dwarka,2531
2025-09-27,Ambaji,1828
2025-09-27,Pavagadh,1524
2025-09-28,Somnath,3976
2025-09-28,Dwarka,2414
2025-09-28,Ambaji,1773
2025-09-28,Pavagadh,1371
2025-09-29,Somnath,2209
2025-09-29,Dwarka,1358
2025-09-29,Ambaji,997
2025-09-29,Pavagadh,937
2025-09-30,Somnath,2751
2025-09-30,Dwarka,1315
2025-09-30,Ambaji,1364
2025-09-30,Pavagadh,1221
2025-10-01,Somnath,4621
2025-10-01,Dwarka,3246
2025-10-01,Ambaji,2491
2025-10-01,Pavagadh,1940
2025-10-02,Somnath,4900
2025-10-02,Dwarka,3133
2025-10-02,Ambaji,2793
2025-10-02,Pavagadh,1887
2025-10-03,Somnath,5415
2025-10-03,Dwarka,2866
2025-10-03,Ambaji,2459
2025-10-03,Pavagadh,1943
2025-10-04,Somnath,6095
2025-10-04,Dwarka,3553
2025-10-04,Ambaji,3090
2025-10-04,Pavagadh,2218
2025-10-05,Somnath,6111
2025-10-05,Dwarka,3881
2025-10-05,Ambaji,2752
2025-10-05,Pavagadh,2158
2025-10-06,Somnath,4438
2025-10-06,Dwarka,2959
2025-10-06,Ambaji,1989
2025-10-06,Pavagadh,1526
2025-10-07,Somnath,4583
2025-10-07,Dwarka,2999
2025-10-07,Ambaji,2325
2025-10-07,Pavagadh,1690
2025-10-08,Somnath,5527
2025-10-08,Dwarka,3488
2025-10-08,Ambaji,2740
2025-10-08,Pavagadh,2120
2025-10-09,Somnath,5025
2025-10-09,Dwarka,3258
2025-10-09,Ambaji,2251
2025-10-09,Pavagadh,1792
2025-10-10,Somnath,4360
2025-10-10,Dwarka,2582
2025-10-10,Ambaji,2340
2025-10-10,Pavagadh,1633
2025-10-11,Somnath,7157
2025-10-11,Dwarka,4354
2025-10-11,Ambaji,3840
2025-10-11,Pavagadh,2475
2025-10-12,Somnath,6952
2025-10-12,Dwarka,4140
2025-10-12,Ambaji,3538
2025-10-12,Pavagadh,2469
2025-10-13,Somnath,4342
2025-10-13,Dwarka,2580
2025-10-13,Ambaji,1978
2025-10-13,Pavagadh,1260
2025-10-14,Somnath,4098
2025-10-14,Dwarka,2907
2025-10-14,Ambaji,2284
2025-10-14,Pavagadh,1245
2025-10-15,Somnath,4869
2025-10-15,Dwarka,2997
2025-10-15,Ambaji,2191
2025-10-15,Pavagadh,1741
2025-10-16,Somnath,5105
2025-10-16,Dwarka,3383
2025-10-16,Ambaji,2794
2025-10-16,Pavagadh,2090
2025-10-17,Somnath,4216
2025-10-17,Dwarka,2811
2025-10-17,Ambaji,1911
2025-10-17,Pavagadh,1830
2025-10-18,Somnath,7286
2025-10-18,Dwarka,3859
2025-10-18,Ambaji,3512
2025-10-18,Pavagadh,2319
2025-10-19,Somnath,6453
2025-10-19,Dwarka,4156
2025-10-19,Ambaji,3222
2025-10-19,Pavagadh,2521
2025-10-20,Somnath,13423
2025-10-20,Dwarka,8635
2025-10-20,Ambaji,6990
2025-10-20,Pavagadh,4961
2025-10-21,Somnath,13055
2025-10-21,Dwarka,7854
2025-10-21,Ambaji,6972
2025-10-21,Pavagadh,5292
2025-10-22,Somnath,13683
2025-10-22,Dwarka,8572
2025-10-22,Ambaji,6882
2025-10-22,Pavagadh,5132
2025-10-23,Somnath,13367
2025-10-23,Dwarka,8316
2025-10-23,Ambaji,7134
2025-10-23,Pavagadh,5137
2025-10-24,Somnath,13900
2025-10-24,Dwarka,8661
2025-10-24,Ambaji,7387
2025-10-24,Pavagadh,5277
2025-10-25,Somnath,18122
2025-10-25,Dwarka,11556
2025-10-25,Ambaji,9557
2025-10-25,Pavagadh,6753
2025-10-26,Somnath,21760
2025-10-26,Dwarka,13604
2025-10-26,Ambaji,10998
2025-10-26,Pavagadh,8747
2025-10-27,Somnath,13914
2025-10-27,Dwarka,8317
2025-10-27,Ambaji,6727
2025-10-27,Pavagadh,5405
2025-10-28,Somnath,12876
2025-10-28,Dwarka,7905
2025-10-28,Ambaji,6229
2025-10-28,Pavagadh,4964
2025-10-29,Somnath,14355
2025-10-29,Dwarka,8841
2025-10-29,Ambaji,7310
2025-10-29,Pavagadh,5487
2025-10-30,Somnath,13775
2025-10-30,Dwarka,8945
2025-10-30,Ambaji,6882
2025-10-30,Pavagadh,5258
2025-10-31,Somnath,14567
2025-10-31,Dwarka,9087
2025-10-31,Ambaji,7682
2025-10-31,Pavagadh,5442
2025-11-01,Somnath,6033
2025-11-01,Dwarka,3823
2025-11-01,Ambaji,2832
2025-11-01,Pavagadh,2711
2025-11-02,Somnath,7020
2025-11-02,Dwarka,4574
2025-11-02,Ambaji,3359
2025-11-02,Pavagadh,2690
2025-11-03,Somnath,5655
2025-11-03,Dwarka,3631
2025-11-03,Ambaji,2812
2025-11-03,Pavagadh,1781
2025-11-04,Somnath,4361
2025-11-04,Dwarka,2962
2025-11-04,Ambaji,2018
2025-11-04,Pavagadh,1347
2025-11-05,Somnath,4017
2025-11-05,Dwarka,2678
2025-11-05,Ambaji,2042
2025-11-05,Pavagadh,1742
2025-11-06,Somnath,4954
2025-11-06,Dwarka,2682
2025-11-06,Ambaji,2457
2025-11-06,Pavagadh,1791
2025-11-07,Somnath,3640
2025-11-07,Dwarka,2565
2025-11-07,Ambaji,1873
2025-11-07,Pavagadh,1515
2025-11-08,Somnath,6480
2025-11-08,Dwarka,3978
2025-11-08,Ambaji,3069
2025-11-08,Pavagadh,2376
2025-11-09,Somnath,6885
2025-11-09,Dwarka,4344
2025-11-09,Ambaji,3347
2025-11-09,Pavagadh,2638
2025-11-10,Somnath,6176
2025-11-10,Dwarka,3903
2025-11-10,Ambaji,2959
2025-11-10,Pavagadh,2309
2025-11-11,Somnath,5015
2025-11-11,Dwarka,3386
2025-11-11,Ambaji,2679
2025-11-11,Pavagadh,1890
2025-11-12,Somnath,5172
2025-11-12,Dwarka,3505
2025-11-12,Ambaji,2921
2025-11-12,Pavagadh,1883
2025-11-13,Somnath,4389
2025-11-13,Dwarka,2699
2025-11-13,Ambaji,2369
2025-11-13,Pavagadh,1533
2025-11-14,Somnath,4736
2025-11-14,Dwarka,2960
2025-11-14,Ambaji,2133
2025-11-14,Pavagadh,1691
2025-11-15,Somnath,6538
2025-11-15,Dwarka,3832
2025-11-15,Ambaji,2997
2025-11-15,Pavagadh,1977
2025-11-16,Somnath,6209
2025-11-16,Dwarka,4116
2025-11-16,Ambaji,2883
2025-11-16,Pavagadh,2500
2025-11-17,Somnath,4892
2025-11-17,Dwarka,3176
2025-11-17,Ambaji,2535
2025-11-17,Pavagadh,2143
2025-11-18,Somnath,4767
2025-11-18,Dwarka,3175
2025-11-18,Ambaji,2537
2025-11-18,Pavagadh,1730
2025-11-19,Somnath,4706
2025-11-19,Dwarka,3417
2025-11-19,Ambaji,2671
2025-11-19,Pavagadh,1977
2025-11-20,Somnath,4504
2025-11-20,Dwarka,3052
2025-11-20,Ambaji,2381
2025-11-20,Pavagadh,1478
2025-11-21,Somnath,4086
2025-11-21,Dwarka,2607
2025-11-21,Ambaji,2119
2025-11-21,Pavagadh,1661
2025-11-22,Somnath,5340
2025-11-22,Dwarka,3751
2025-11-22,Ambaji,2644
2025-11-22,Pavagadh,2378
2025-11-23,Somnath,6221
2025-11-23,Dwarka,3631
2025-11-23,Ambaji,2943
2025-11-23,Pavagadh,2149
2025-11-24,Somnath,4982
2025-11-24,Dwarka,3015
2025-11-24,Ambaji,2301
2025-11-24,Pavagadh,1520
2025-11-25,Somnath,4093
2025-11-25,Dwarka,2889
2025-11-25,Ambaji,2177
2025-11-25,Pavagadh,1195
2025-11-26,Somnath,5010
2025-11-26,Dwarka,3294
2025-11-26,Ambaji,2414
2025-11-26,Pavagadh,1771
2025-11-27,Somnath,4615
2025-11-27,Dwarka,3123
2025-11-27,Ambaji,2318
2025-11-27,Pavagadh,1836
2025-11-28,Somnath,4708
2025-11-28,Dwarka,2789
2025-11-28,Ambaji,2404
2025-11-28,Pavagadh,1908
2025-11-29,Somnath,5917
2025-11-29,Dwarka,3871
2025-11-29,Ambaji,2767
2025-11-29,Pavagadh,2336
2025-11-30,Somnath,7762
2025-11-30,Dwarka,4768
2025-11-30,Ambaji,3683
2025-11-30,Pavagadh,2655
2025-12-01,Somnath,5554
2025-12-01,Dwarka,3196
2025-12-01,Ambaji,2807
2025-12-01,Pavagadh,1982
2025-12-02,Somnath,3943
2025-12-02,Dwarka,2782
2025-12-02,Ambaji,2018
2025-12-02,Pavagadh,1510
2025-12-03,Somnath,4705
2025-12-03,Dwarka,3027
2025-12-03,Ambaji,1998
2025-12-03,Pavagadh,1831
2025-12-04,Somnath,4497
2025-12-04,Dwarka,2959
2025-12-04,Ambaji,2365
2025-12-04,Pavagadh,1757
2025-12-05,Somnath,4220
2025-12-05,Dwarka,2761
2025-12-05,Ambaji,2494
2025-12-05,Pavagadh,1750
2025-12-06,Somnath,6260
2025-12-06,Dwarka,3952
2025-12-06,Ambaji,2888
2025-12-06,Pavagadh,2529
2025-12-07,Somnath,6249
2025-12-07,Dwarka,4520
2025-12-07,Ambaji,3344
2025-12-07,Pavagadh,2504
2025-12-08,Somnath,4310
2025-12-08,Dwarka,2813
2025-12-08,Ambaji,1929
2025-12-08,Pavagadh,1768
2025-12-09,Somnath,5584
2025-12-09,Dwarka,3307
2025-12-09,Ambaji,2865
2025-12-09,Pavagadh,1803
2025-12-10,Somnath,4698
2025-12-10,Dwarka,2537
2025-12-10,Ambaji,1966
2025-12-10,Pavagadh,1658
2025-12-11,Somnath,5238
2025-12-11,Dwarka,3251
2025-12-11,Ambaji,2515
2025-12-11,Pavagadh,1791
2025-12-12,Somnath,4171
2025-12-12,Dwarka,3007
2025-12-12,Ambaji,2436
2025-12-12,Pavagadh,1719
2025-12-13,Somnath,6376
2025-12-13,Dwarka,4200
2025-12-13,Ambaji,3073
2025-12-13,Pavagadh,2556
2025-12-14,Somnath,6584
2025-12-14,Dwarka,4172
2025-12-14,Ambaji,3472
2025-12-14,Pavagadh,1952
2025-12-15,Somnath,4716
2025-12-15,Dwarka,3002
2025-12-15,Ambaji,2366
2025-12-15,Pavagadh,1663
2025-12-16,Somnath,5004
2025-12-16,Dwarka,3003
2025-12-16,Ambaji,2224
2025-12-16,Pavagadh,1842
2025-12-17,Somnath,4492
2025-12-17,Dwarka,2967
2025-12-17,Ambaji,2360
2025-12-17,Pavagadh,1635
2025-12-18,Somnath,4649
2025-12-18,Dwarka,2455
2025-12-18,Ambaji,2327
2025-12-18,Pavagadh,1591
2025-12-19,Somnath,4652
2025-12-19,Dwarka,2867
2025-12-19,Ambaji,2602
2025-12-19,Pavagadh,1881
2025-12-20,Somnath,6903
2025-12-20,Dwarka,3932
2025-12-20,Ambaji,3277
2025-12-20,Pavagadh,2342
2025-12-21,Somnath,6573
2025-12-21,Dwarka,4214
2025-12-21,Ambaji,3113
2025-12-21,Pavagadh,2606
2025-12-22,Somnath,5007
2025-12-22,Dwarka,2976
2025-12-22,Ambaji,2470
2025-12-22,Pavagadh,1841
2025-12-23,Somnath,4733
2025-12-23,Dwarka,3169
2025-12-23,Ambaji,2537
2025-12-23,Pavagadh,1590
2025-12-24,Somnath,4113
2025-12-24,Dwarka,2649
2025-12-24,Ambaji,1957
2025-12-24,Pavagadh,2003
2025-12-25,Somnath,5758
2025-12-25,Dwarka,3640
2025-12-25,Ambaji,2975
2025-12-25,Pavagadh,2034
2025-12-26,Somnath,5439
2025-12-26,Dwarka,3066
2025-12-26,Ambaji,2670
2025-12-26,Pavagadh,2035
2025-12-27,Somnath,6832
2025-12-27,Dwarka,4491
2025-12-27,Ambaji,3268
2025-12-27,Pavagadh,2336
2025-12-28,Somnath,8347
2025-12-28,Dwarka,5144
2025-12-28,Ambaji,4405
2025-12-28,Pavagadh,3081
2025-12-29,Somnath,4376
2025-12-29,Dwarka,2707
